   5.0000000e-01   1.1851500e+01   0.0000000e+00
   5.5000000e-01   1.1886090e+01   0.0000000e+00
   6.0000000e-01   1.1924290e+01   0.0000000e+00
   6.5000000e-01   1.1966170e+01   0.0000000e+00
   7.0000000e-01   1.2011850e+01   0.0000000e+00
   7.5000000e-01   1.2061420e+01   0.0000000e+00
   8.0000000e-01   1.2115020e+01   0.0000000e+00
   8.5000000e-01   1.2172780e+01   0.0000000e+00
   9.0000000e-01   1.2234860e+01   0.0000000e+00
   9.5000000e-01   1.2301450e+01   0.0000000e+00
   1.0000000e+00   1.2372750e+01   0.0000000e+00
   1.0500000e+00   1.2449020e+01   9.4357500e-06
   1.1000000e+00   1.2530590e+01   8.4407270e-05
   1.1500000e+00   1.2617810e+01   4.3418320e-04
   1.2000000e+00   1.2710860e+01   1.3635520e-03
   1.2500000e+00   1.2809770e+01   3.0454940e-03
   1.3000000e+00   1.2914630e+01   5.5207470e-03
   1.3500000e+00   1.3025620e+01   8.7940500e-03
   1.4000000e+00   1.3142950e+01   1.2865720e-02
   1.4500000e+00   1.3266900e+01   1.7735730e-02
   1.5000000e+00   1.3397770e+01   2.3404120e-02
   1.5500000e+00   1.3535930e+01   2.9870870e-02
   1.6000000e+00   1.3681770e+01   3.7135990e-02
   1.6500000e+00   1.3835740e+01   4.5199470e-02
   1.7000000e+00   1.3998360e+01   5.4061310e-02
   1.7500000e+00   1.4170230e+01   6.3721520e-02
   1.8000000e+00   1.4351980e+01   7.4180110e-02
   1.8500000e+00   1.4544350e+01   8.5437040e-02
   1.9000000e+00   1.4748160e+01   9.7492330e-02
   1.9500000e+00   1.4964300e+01   1.1034600e-01
   2.0000000e+00   1.5193840e+01   1.2399800e-01
   2.0500000e+00   1.5438010e+01   1.3844840e-01
   2.1000000e+00   1.5698240e+01   1.5369720e-01
   2.1500000e+00   1.5976170e+01   1.6974430e-01
   2.2000000e+00   1.6273790e+01   1.8659000e-01
   2.2500000e+00   1.6593480e+01   2.0423790e-01
   2.3000000e+00   1.6938130e+01   2.2272190e-01
   2.3500000e+00   1.7310950e+01   2.4221950e-01
   2.4000000e+00   1.7716220e+01   2.6330720e-01
   2.4500000e+00   1.8159050e+01   2.8725900e-01
   2.5000000e+00   1.8645190e+01   3.1623440e-01
   2.5500000e+00   1.9180880e+01   3.5333930e-01
   2.6000000e+00   1.9772750e+01   4.0263670e-01
   2.6500000e+00   2.0428200e+01   4.6914780e-01
   2.7000000e+00   2.1155320e+01   5.5885080e-01
   2.7500000e+00   2.1963250e+01   6.7868390e-01
   2.8000000e+00   2.2862660e+01   8.3654110e-01
   2.8500000e+00   2.3866760e+01   1.0412760e+00
   2.9000000e+00   2.4993330e+01   1.3026970e+00
   2.9500000e+00   2.6268220e+01   1.6315810e+00
   3.0000000e+00   2.7733370e+01   2.0398700e+00
   3.0500000e+00   2.9468640e+01   2.5460270e+00
   3.1000000e+00   3.1634520e+01   3.2193250e+00
   3.1500000e+00   3.4469600e+01   4.3149690e+00
   3.2000000e+00   3.8127260e+01   6.4324170e+00
   3.2500000e+00   4.2342900e+01   1.0588250e+01
   3.3000000e+00   4.5717260e+01   1.8141630e+01
   3.3500000e+00   4.4192100e+01   2.8936010e+01
   3.4000000e+00   3.5396830e+01   3.6138900e+01
   3.4500000e+00   2.7213250e+01   3.5714360e+01
   3.5000000e+00   2.3462920e+01   3.3564770e+01
   3.5500000e+00   2.1634400e+01   3.2372260e+01
   3.6000000e+00   2.0374210e+01   3.1879420e+01
   3.6500000e+00   1.9348400e+01   3.1789080e+01
   3.7000000e+00   1.8434130e+01   3.1974080e+01
   3.7500000e+00   1.7566040e+01   3.2363150e+01
   3.8000000e+00   1.6713750e+01   3.2916480e+01
   3.8500000e+00   1.5863960e+01   3.3625240e+01
   3.9000000e+00   1.5003040e+01   3.4512130e+01
   3.9500000e+00   1.4098850e+01   3.5631040e+01
   4.0000000e+00   1.3077370e+01   3.7064560e+01
