   5.0000000e-01             NaN             NaN
   5.5000000e-01             NaN             NaN
   6.0000000e-01             NaN             NaN
   6.5000000e-01             NaN             NaN
   7.0000000e-01             NaN             NaN
   7.5000000e-01             NaN             NaN
   8.0000000e-01             NaN             NaN
   8.5000000e-01             NaN             NaN
   9.0000000e-01             NaN             NaN
   9.5000000e-01             NaN             NaN
   1.0000000e+00             NaN             NaN
   1.0500000e+00             NaN             NaN
   1.1000000e+00             NaN             NaN
   1.1500000e+00             NaN             NaN
   1.2000000e+00             NaN             NaN
   1.2500000e+00   2.1184680e+00   0.0000000e+00
   1.3000000e+00   2.1200230e+00   0.0000000e+00
   1.3500000e+00   2.1215210e+00   0.0000000e+00
   1.4000000e+00   2.1229740e+00   0.0000000e+00
   1.4500000e+00   2.1243970e+00   0.0000000e+00
   1.5000000e+00   2.1257900e+00   0.0000000e+00
   1.5500000e+00   2.1271700e+00   0.0000000e+00
   1.6000000e+00   2.1285350e+00   0.0000000e+00
   1.6500000e+00   2.1298950e+00   0.0000000e+00
   1.7000000e+00   2.1312520e+00   0.0000000e+00
   1.7500000e+00   2.1326140e+00   0.0000000e+00
   1.8000000e+00   2.1339830e+00   0.0000000e+00
   1.8500000e+00   2.1353600e+00   0.0000000e+00
   1.9000000e+00   2.1367480e+00   0.0000000e+00
   1.9500000e+00   2.1381490e+00   0.0000000e+00
   2.0000000e+00   2.1395700e+00   0.0000000e+00
   2.0500000e+00   2.1410070e+00   0.0000000e+00
   2.1000000e+00   2.1424650e+00   0.0000000e+00
   2.1500000e+00   2.1439430e+00   0.0000000e+00
   2.2000000e+00   2.1454490e+00   0.0000000e+00
   2.2500000e+00   2.1469750e+00   0.0000000e+00
   2.3000000e+00   2.1485290e+00   0.0000000e+00
   2.3500000e+00   2.1501090e+00   0.0000000e+00
   2.4000000e+00   2.1517170e+00   0.0000000e+00
   2.4500000e+00   2.1533540e+00   0.0000000e+00
   2.5000000e+00   2.1550210e+00   0.0000000e+00
   2.5500000e+00   2.1567180e+00   0.0000000e+00
   2.6000000e+00   2.1584490e+00   0.0000000e+00
   2.6500000e+00   2.1602120e+00   0.0000000e+00
   2.7000000e+00   2.1620080e+00   0.0000000e+00
   2.7500000e+00   2.1638380e+00   0.0000000e+00
   2.8000000e+00   2.1657040e+00   0.0000000e+00
   2.8500000e+00   2.1676050e+00   0.0000000e+00
   2.9000000e+00   2.1695430e+00   0.0000000e+00
   2.9500000e+00   2.1715170e+00   0.0000000e+00
   3.0000000e+00   2.1735310e+00   0.0000000e+00
   3.0500000e+00   2.1755840e+00   0.0000000e+00
   3.1000000e+00   2.1776730e+00   0.0000000e+00
   3.1500000e+00   2.1798040e+00   0.0000000e+00
   3.2000000e+00   2.1819750e+00   0.0000000e+00
   3.2500000e+00   2.1841880e+00   0.0000000e+00
   3.3000000e+00   2.1864440e+00   0.0000000e+00
   3.3500000e+00   2.1887430e+00   0.0000000e+00
   3.4000000e+00   2.1910840e+00   0.0000000e+00
   3.4500000e+00   2.1934710e+00   0.0000000e+00
   3.5000000e+00   2.1959000e+00   0.0000000e+00
   3.5500000e+00   2.1983780e+00   0.0000000e+00
   3.6000000e+00   2.2009000e+00   0.0000000e+00
   3.6500000e+00   2.2034730e+00   0.0000000e+00
   3.7000000e+00   2.2060920e+00   0.0000000e+00
   3.7500000e+00   2.2087580e+00   0.0000000e+00
   3.8000000e+00   2.2114780e+00   0.0000000e+00
   3.8500000e+00   2.2142450e+00   0.0000000e+00
   3.9000000e+00   2.2170640e+00   0.0000000e+00
   3.9500000e+00   2.2199390e+00   0.0000000e+00
   4.0000000e+00   2.2228630e+00   0.0000000e+00
